word,korean_meaning,level,korean_example,english_translation,image_file,tts_word_en,tts_meaning_ko,tts_example_en,tts_example_ko,category,difficulty
clock,시계,,벽에 큰 시계가 걸려 있어요.,A big clock is hanging on the wall.,clock.png,clock_word_en.mp3,clock_meaning_ko.mp3,clock_example_en.mp3,clock_example_ko.mp3,입문,1
close,닫다,,추워서 창문을 닫았어요.,I closed the window because it was cold.,close.png,close_word_en.mp3,close_meaning_ko.mp3,close_example_en.mp3,close_example_ko.mp3,입문,1
club,클럽,,저는 학교 음악 클럽에 들어갔어요.,I joined the school music club.,club.png,club_word_en.mp3,club_meaning_ko.mp3,club_example_en.mp3,club_example_ko.mp3,입문,1
coat,코트,,겨울에는 따뜻한 코트를 입어요.,I wear a warm coat in winter.,coat.png,coat_word_en.mp3,coat_meaning_ko.mp3,coat_example_en.mp3,coat_example_ko.mp3,쇼핑,2
coffee,커피,,아침마다 커피를 한 잔 마셔요.,I drink a cup of coffee every morning.,coffee.png,coffee_word_en.mp3,coffee_meaning_ko.mp3,coffee_example_en.mp3,coffee_example_ko.mp3,입문,1
cold,추운,,오늘은 날씨가 정말 추워요.,The weather is really cold today.,cold.png,cold_word_en.mp3,cold_meaning_ko.mp3,cold_example_en.mp3,cold_example_ko.mp3,입문,1
college,대학교,,언니는 서울에 있는 대학교에 다녀요.,My older sister goes to a college in Seoul.,college.png,college_word_en.mp3,college_meaning_ko.mp3,college_example_en.mp3,college_example_ko.mp3,입문,1
come,오다,,친구가 우리 집에 왔어요.,My friend came to my house.,come.png,come_word_en.mp3,come_meaning_ko.mp3,come_example_en.mp3,come_example_ko.mp3,입문,1
common,흔한,,한국에서 김치는 흔한 음식이에요.,Kimchi is a common food in Korea.,common.png,common_word_en.mp3,common_meaning_ko.mp3,common_example_en.mp3,common_example_ko.mp3,입문,1
company,회사,,아버지는 큰 회사에서 일하세요.,My father works at a big company.,company.png,company_word_en.mp3,company_meaning_ko.mp3,company_example_en.mp3,company_example_ko.mp3,비즈니스,3
compare,비교하다,,두 사진을 비교해 보세요.,Please compare the two photos.,compare.png,compare_word_en.mp3,compare_meaning_ko.mp3,compare_example_en.mp3,compare_example_ko.mp3,입문,1
complete,끝내다,,저는 숙제를 모두 끝냈어요.,I completed all my homework.,complete.png,complete_word_en.mp3,complete_meaning_ko.mp3,complete_example_en.mp3,complete_example_ko.mp3,입문,1
computer,컴퓨터,,저는 컴퓨터로 이메일을 써요.,I write emails on a computer.,computer.png,computer_word_en.mp3,computer_meaning_ko.mp3,computer_example_en.mp3,computer_example_ko.mp3,입문,1
concert,콘서트,,어제 친구와 콘서트에 갔어요.,I went to a concert with my friend yesterday.,concert.png,concert_word_en.mp3,concert_meaning_ko.mp3,concert_example_en.mp3,concert_example_ko.mp3,입문,1
conversation,대화,,우리는 카페에서 긴 대화를 했어요.,We had a long conversation at the cafe.,conversation.png,conversation_word_en.mp3,conversation_meaning_ko.mp3,conversation_example_en.mp3,conversation_example_ko.mp3,입문,1
cook,요리하다,,엄마는 저녁을 요리하고 있어요.,Mom is cooking dinner.,cook.png,cook_word_en.mp3,cook_meaning_ko.mp3,cook_example_en.mp3,cook_example_ko.mp3,입문,1
cooking,요리,,저는 요리를 배우는 것이 재미있어요.,I enjoy learning cooking.,cooking.png,cooking_word_en.mp3,cooking_meaning_ko.mp3,cooking_example_en.mp3,cooking_example_ko.mp3,입문,1
cool,시원한,,바람이 시원해서 기분이 좋아요.,"The wind is cool, so I feel good.",cool.png,cool_word_en.mp3,cool_meaning_ko.mp3,cool_example_en.mp3,cool_example_ko.mp3,입문,1
correct,맞는,,이 답은 맞는 답이에요.,This answer is the correct answer.,correct.png,correct_word_en.mp3,correct_meaning_ko.mp3,correct_example_en.mp3,correct_example_ko.mp3,입문,1
cost,비용,,여행 비용이 생각보다 비쌌어요.,The travel cost was more expensive than I expected.,cost.png,cost_word_en.mp3,cost_meaning_ko.mp3,cost_example_en.mp3,cost_example_ko.mp3,비즈니스,3
could,할 수 있었다,,어렸을 때 저는 빨리 달릴 수 있었어요.,"When I was young, I could run fast.",,could_word_en.mp3,could_meaning_ko.mp3,could_example_en.mp3,could_example_ko.mp3,입문,1
country,나라,,한국은 아름다운 나라예요.,Korea is a beautiful country.,country.png,country_word_en.mp3,country_meaning_ko.mp3,country_example_en.mp3,country_example_ko.mp3,여행,2
course,과정,,저는 한국어 초급 과정을 듣고 있어요.,I am taking a beginner Korean course.,course.png,course_word_en.mp3,course_meaning_ko.mp3,course_example_en.mp3,course_example_ko.mp3,입문,1
cousin,사촌,,이번 주말에 사촌을 만나요.,I am meeting my cousin this weekend.,cousin.png,cousin_word_en.mp3,cousin_meaning_ko.mp3,cousin_example_en.mp3,cousin_example_ko.mp3,입문,1
cow,암소,,암소가 들판에서 풀을 먹고 있어요.,The cow is eating grass in the field.,cow.png,cow_word_en.mp3,cow_meaning_ko.mp3,cow_example_en.mp3,cow_example_ko.mp3,입문,1
cream,크림,,케이크 위에 크림이 많이 있어요.,There is a lot of cream on the cake.,cream.png,cream_word_en.mp3,cream_meaning_ko.mp3,cream_example_en.mp3,cream_example_ko.mp3,입문,1
create,창조하다,,예술가는 새로운 작품을 창조해요.,The artist creates new works.,create.png,create_word_en.mp3,create_meaning_ko.mp3,create_example_en.mp3,create_example_ko.mp3,입문,1
culture,문화,,저는 한국 문화를 배우고 싶어요.,I want to learn Korean culture.,culture.png,culture_word_en.mp3,culture_meaning_ko.mp3,culture_example_en.mp3,culture_example_ko.mp3,여행,2
cup,컵,,탁자 위에 컵이 하나 있어요.,There is one cup on the table.,cup.png,cup_word_en.mp3,cup_meaning_ko.mp3,cup_example_en.mp3,cup_example_ko.mp3,입문,1
customer,고객,,직원이 고객에게 친절하게 인사했어요.,The employee greeted the customer kindly.,customer.png,customer_word_en.mp3,customer_meaning_ko.mp3,customer_example_en.mp3,customer_example_ko.mp3,비즈니스,3
cut,자르다,,저는 칼로 사과를 잘랐어요.,I cut the apple with a knife.,cut.png,cut_word_en.mp3,cut_meaning_ko.mp3,cut_example_en.mp3,cut_example_ko.mp3,입문,1
dad,아빠,,아빠는 매일 아침 신문을 읽어요.,Dad reads the newspaper every morning.,dad.png,dad_word_en.mp3,dad_meaning_ko.mp3,dad_example_en.mp3,dad_example_ko.mp3,입문,1
dance,춤,,파티에서 모두 신나는 춤을 췄어요.,Everyone did an exciting dance at the party.,dance.png,dance_word_en.mp3,dance_meaning_ko.mp3,dance_example_en.mp3,dance_example_ko.mp3,입문,1
dancer,무용수,,그 무용수는 무대에서 아름답게 춤췄어요.,The dancer danced beautifully on the stage.,dancer.png,dancer_word_en.mp3,dancer_meaning_ko.mp3,dancer_example_en.mp3,dancer_example_ko.mp3,입문,1
dancing,춤,,저는 춤을 좋아해요.,I like dancing.,dancing.png,dancing_word_en.mp3,dancing_meaning_ko.mp3,dancing_example_en.mp3,dancing_example_ko.mp3,입문,1
dangerous,위험한,,밤에 혼자 걷는 것은 위험한 일이에요.,Walking alone at night is a dangerous thing.,dangerous.png,dangerous_word_en.mp3,dangerous_meaning_ko.mp3,dangerous_example_en.mp3,dangerous_example_ko.mp3,위기탈출,3
dark,어두운,,방이 너무 어두운 것 같아요.,The room seems too dark.,dark.png,dark_word_en.mp3,dark_meaning_ko.mp3,dark_example_en.mp3,dark_example_ko.mp3,입문,1
date,날짜,,오늘 날짜를 칠판에 쓰세요.,Please write today's date on the board.,date.png,date_word_en.mp3,date_meaning_ko.mp3,date_example_en.mp3,date_example_ko.mp3,입문,1
daughter,딸,,제 딸은 다섯 살이에요.,My daughter is five years old.,daughter.png,daughter_word_en.mp3,daughter_meaning_ko.mp3,daughter_example_en.mp3,daughter_example_ko.mp3,입문,1
day,하루,,오늘 하루는 정말 바빴어요.,Today was a really busy day.,day.png,day_word_en.mp3,day_meaning_ko.mp3,day_example_en.mp3,day_example_ko.mp3,입문,1
dear,친애하는,,친애하는 친구에게 편지를 썼어요.,I wrote a letter to my dear friend.,dear.png,dear_word_en.mp3,dear_meaning_ko.mp3,dear_example_en.mp3,dear_example_ko.mp3,입문,1
December,12월,,한국은 12월에 날씨가 추워요.,The weather is cold in Korea in December.,December.png,December_word_en.mp3,December_meaning_ko.mp3,December_example_en.mp3,December_example_ko.mp3,입문,1
decide,결정하다,,우리는 내일 만나기로 결정했어요.,We decided to meet tomorrow.,decide.png,decide_word_en.mp3,decide_meaning_ko.mp3,decide_example_en.mp3,decide_example_ko.mp3,입문,1
delicious,맛있는,,이 식당은 맛있는 음식을 팔아요.,This restaurant sells delicious food.,delicious.png,delicious_word_en.mp3,delicious_meaning_ko.mp3,delicious_example_en.mp3,delicious_example_ko.mp3,입문,1
describe,묘사하다,,선생님은 그림을 자세히 묘사했어요.,The teacher described the picture in detail.,describe.png,describe_word_en.mp3,describe_meaning_ko.mp3,describe_example_en.mp3,describe_example_ko.mp3,입문,1
description,설명,,이 제품의 설명을 읽어 보세요.,Please read the description of this product.,description.png,description_word_en.mp3,description_meaning_ko.mp3,description_example_en.mp3,description_example_ko.mp3,입문,1
design,디자인,,이 가방의 디자인이 예뻐요.,The design of this bag is pretty.,design.png,design_word_en.mp3,design_meaning_ko.mp3,design_example_en.mp3,design_example_ko.mp3,입문,1
desk,책상,,책상 위에 책이 있어요.,There is a book on the desk.,desk.png,desk_word_en.mp3,desk_meaning_ko.mp3,desk_example_en.mp3,desk_example_ko.mp3,입문,1
detail,세부사항,,계획의 세부사항을 다시 확인하세요.,Please check the details of the plan again.,detail.png,detail_word_en.mp3,detail_meaning_ko.mp3,detail_example_en.mp3,detail_example_ko.mp3,입문,1
dictionary,사전,,모르는 단어를 사전에서 찾았어요.,I looked up the unknown word in a dictionary.,dictionary.png,dictionary_word_en.mp3,dictionary_meaning_ko.mp3,dictionary_example_en.mp3,dictionary_example_ko.mp3,입문,1
die,죽다,,그 꽃은 물이 없어서 죽었어요.,The flower died because it had no water.,die.png,die_word_en.mp3,die_meaning_ko.mp3,die_example_en.mp3,die_example_ko.mp3,위기탈출,3
diet,식단,,건강한 식단을 지키는 것이 중요해요.,It is important to follow a healthy diet.,diet.png,diet_word_en.mp3,diet_meaning_ko.mp3,diet_example_en.mp3,diet_example_ko.mp3,입문,1
difference,차이,,두 그림의 차이를 찾아보세요.,Please find the difference between the two pictures.,difference.png,difference_word_en.mp3,difference_meaning_ko.mp3,difference_example_en.mp3,difference_example_ko.mp3,입문,1
different,다른,,우리는 서로 다른 생각을 가지고 있어요.,We have different ideas.,different.png,different_word_en.mp3,different_meaning_ko.mp3,different_example_en.mp3,different_example_ko.mp3,입문,1
difficult,어려운,,이 문제는 너무 어려운 문제예요.,This problem is a very difficult problem.,difficult.png,difficult_word_en.mp3,difficult_meaning_ko.mp3,difficult_example_en.mp3,difficult_example_ko.mp3,입문,1
dinner,저녁,,저녁에 가족과 함께 밥을 먹었어요.,I ate dinner with my family in the evening.,dinner.png,dinner_word_en.mp3,dinner_meaning_ko.mp3,dinner_example_en.mp3,dinner_example_ko.mp3,입문,1
dirty,더러운,,더러운 신발을 현관에 두었어요.,I left the dirty shoes at the entrance.,dirty.png,dirty_word_en.mp3,dirty_meaning_ko.mp3,dirty_example_en.mp3,dirty_example_ko.mp3,입문,1
discuss,논의하다,,우리는 여행 계획을 논의했어요.,We discussed the travel plan.,discuss.png,discuss_word_en.mp3,discuss_meaning_ko.mp3,discuss_example_en.mp3,discuss_example_ko.mp3,입문,1
dish,접시,,접시 위에 케이크가 있어요.,There is cake on the dish.,dish.png,dish_word_en.mp3,dish_meaning_ko.mp3,dish_example_en.mp3,dish_example_ko.mp3,입문,1
do,하다,,저는 숙제를 매일 해요.,I do my homework every day.,,do_word_en.mp3,do_meaning_ko.mp3,do_example_en.mp3,do_example_ko.mp3,입문,1
doctor,의사,,아플 때는 의사를 만나야 해요.,You should see a doctor when you are sick.,doctor.png,doctor_word_en.mp3,doctor_meaning_ko.mp3,doctor_example_en.mp3,doctor_example_ko.mp3,위기탈출,3
dog,개,,우리 집 개는 아주 귀여워요.,Our dog is very cute.,dog.png,dog_word_en.mp3,dog_meaning_ko.mp3,dog_example_en.mp3,dog_example_ko.mp3,입문,1
dollar,달러,,이 책은 십 달러예요.,This book is ten dollars.,dollar.png,dollar_word_en.mp3,dollar_meaning_ko.mp3,dollar_example_en.mp3,dollar_example_ko.mp3,입문,1
door,문,,추우니까 문을 닫아 주세요.,Please close the door because it is cold.,door.png,door_word_en.mp3,door_meaning_ko.mp3,door_example_en.mp3,door_example_ko.mp3,입문,1
down,아래로,,공이 계단 아래로 굴러갔어요.,The ball rolled down the stairs.,down.png,down_word_en.mp3,down_meaning_ko.mp3,down_example_en.mp3,down_example_ko.mp3,입문,1
downstairs,아래층으로,,저는 물을 가지러 아래층으로 내려갔어요.,I went downstairs to get water.,downstairs.png,downstairs_word_en.mp3,downstairs_meaning_ko.mp3,downstairs_example_en.mp3,downstairs_example_ko.mp3,입문,1
draw,그리다,,아이가 종이에 고양이를 그려요.,The child draws a cat on the paper.,draw.png,draw_word_en.mp3,draw_meaning_ko.mp3,draw_example_en.mp3,draw_example_ko.mp3,입문,1
dress,드레스,,그녀는 파란색 드레스를 입었어요.,She wore a blue dress.,dress.png,dress_word_en.mp3,dress_meaning_ko.mp3,dress_example_en.mp3,dress_example_ko.mp3,쇼핑,2
drink,마시다,,운동 후에 물을 많이 마셨어요.,I drank a lot of water after exercising.,drink.png,drink_word_en.mp3,drink_meaning_ko.mp3,drink_example_en.mp3,drink_example_ko.mp3,입문,1
drive,운전하다,,아버지는 매일 차를 운전해요.,My father drives a car every day.,drive.png,drive_word_en.mp3,drive_meaning_ko.mp3,drive_example_en.mp3,drive_example_ko.mp3,여행,2
driver,운전사,,그 운전사는 길을 잘 알아요.,The driver knows the roads well.,driver.png,driver_word_en.mp3,driver_meaning_ko.mp3,driver_example_en.mp3,driver_example_ko.mp3,여행,2
during,동안,,방학 동안 저는 책을 많이 읽었어요.,"During vacation, I read many books.",during.png,during_word_en.mp3,during_meaning_ko.mp3,during_example_en.mp3,during_example_ko.mp3,입문,1
DVD,디브이디,,우리는 주말에 디브이디를 봤어요.,We watched a DVD on the weekend.,DVD.png,DVD_word_en.mp3,DVD_meaning_ko.mp3,DVD_example_en.mp3,DVD_example_ko.mp3,입문,1
each,각각의,,각각의 학생에게 종이를 한 장씩 주세요.,Please give one sheet of paper to each student.,,each_word_en.mp3,each_meaning_ko.mp3,each_example_en.mp3,each_example_ko.mp3,입문,1
ear,귀,,제 귀가 조금 아파요.,My ear hurts a little.,ear.png,ear_word_en.mp3,ear_meaning_ko.mp3,ear_example_en.mp3,ear_example_ko.mp3,입문,1
early,일찍,,내일은 일찍 일어나야 해요.,I have to wake up early tomorrow.,early.png,early_word_en.mp3,early_meaning_ko.mp3,early_example_en.mp3,early_example_ko.mp3,입문,1
east,동쪽,,해는 동쪽에서 떠요.,The sun rises in the east.,east.png,east_word_en.mp3,east_meaning_ko.mp3,east_example_en.mp3,east_example_ko.mp3,여행,2
easy,쉬운,,이 책은 읽기 쉬운 책이에요.,This book is an easy book to read.,easy.png,easy_word_en.mp3,easy_meaning_ko.mp3,easy_example_en.mp3,easy_example_ko.mp3,입문,1
eat,먹다,,저는 아침에 빵을 먹어요.,I eat bread in the morning.,eat.png,eat_word_en.mp3,eat_meaning_ko.mp3,eat_example_en.mp3,eat_example_ko.mp3,입문,1
egg,달걀,,아침 식사로 달걀을 먹었어요.,I ate an egg for breakfast.,egg.png,egg_word_en.mp3,egg_meaning_ko.mp3,egg_example_en.mp3,egg_example_ko.mp3,입문,1
eight,팔,,상자에 사과가 팔 개 있어요.,There are eight apples in the box.,eight.png,eight_word_en.mp3,eight_meaning_ko.mp3,eight_example_en.mp3,eight_example_ko.mp3,입문,1
eighteen,십팔,,우리 반에는 학생이 십팔 명 있어요.,There are eighteen students in our class.,eighteen.png,eighteen_word_en.mp3,eighteen_meaning_ko.mp3,eighteen_example_en.mp3,eighteen_example_ko.mp3,입문,1
eighty,팔십,,제 할머니는 팔십 세세요.,My grandmother is eighty years old.,eighty.png,eighty_word_en.mp3,eighty_meaning_ko.mp3,eighty_example_en.mp3,eighty_example_ko.mp3,입문,1
elephant,코끼리,,동물원에서 큰 코끼리를 봤어요.,I saw a big elephant at the zoo.,elephant.png,elephant_word_en.mp3,elephant_meaning_ko.mp3,elephant_example_en.mp3,elephant_example_ko.mp3,입문,1
eleven,십일,,지금은 십일 시예요.,It is eleven o'clock now.,eleven.png,eleven_word_en.mp3,eleven_meaning_ko.mp3,eleven_example_en.mp3,eleven_example_ko.mp3,입문,1
else,그 밖에,,그 밖에 필요한 것이 있나요?,Is there anything else you need?,else.png,else_word_en.mp3,else_meaning_ko.mp3,else_example_en.mp3,else_example_ko.mp3,입문,1
email,이메일,,친구에게 이메일을 보냈어요.,I sent an email to my friend.,email.png,email_word_en.mp3,email_meaning_ko.mp3,email_example_en.mp3,email_example_ko.mp3,입문,1
end,끝,,영화의 끝이 슬펐어요.,The end of the movie was sad.,end.png,end_word_en.mp3,end_meaning_ko.mp3,end_example_en.mp3,end_example_ko.mp3,입문,1
